id,cost,strength,willpower,lore,ink,type_clean,keywords,classifications,illustrators,flavor_text
crd_c7a6168b43fd4c71a441f6f2e236117b,3,2,3,1,Emerald,Character,Evasive,"c(""Storyborn"", ""Ally"")",Valentina Graziuso,"""I can take anything apart in under five minutes!"""
crd_24ef95291e2f4379983568b7c01974ff,2,2,2,1,Emerald,Character,Ward,"c(""Storyborn"", ""Hero"", ""Prince"")",Lauren Walsh,Fabulously wealthy. Practically untouchable. Genuinely inauthentic.
crd_2da1b21d6bdc4b29b5e04bacfa14eded,4,2,3,2,Emerald,Character,Evasive,"c(""Dreamborn"", ""Ally"")",Lissette Carrera,NA
crd_e753b2ea3c6142e99097d527dc10e6a9,3,NA,NA,NA,Emerald,Action Song,character(0),NULL,Raquel Villanueva,NA
crd_541fd75946914a688a54b5fc5f1d966d,2,NA,NA,NA,Emerald,Action Song,character(0),NULL,Giulia Riva,"Cruella De Vil, Cruella De Vil
If she doesn't scare you, no evil thing will"
crd_856e21edc8814f10863eae7f75635f23,1,NA,NA,NA,Emerald,Action,character(0),NULL,Mané Kandalyan / Anna Stosik,"Shan-Yu: ""It looks like you're out of ideas.""
Mulan: ""Not quite!"""
crd_1d6a3d2a881b42f0a7160c2617e19fea,8,NA,NA,NA,Emerald,Action Song,Sing Together,NULL,Dylan Bonner,Such wonderful things surround you
crd_5ecd4f8d0e8f44f8bda2b3986c6da49a,2,NA,NA,NA,Emerald,Action,character(0),NULL,Elodie Mondoloni,NA
crd_39a0e5d019794fcd9a96be1309addb7c,3,NA,NA,NA,Emerald,Action Song,character(0),NULL,Rosa la Barbera / Leonardo Giammichele,"One way or another
Something will go wrong, I swear"
crd_b081887da7a445c0b0a5a1404d9102b0,2,NA,NA,NA,Emerald,Item,character(0),NULL,Carlos Ruiz,NA
crd_ebe4a26a2312422db81dc2b43198f159,2,NA,NA,NA,Emerald,Item,character(0),NULL,Andrew Peña,"""I would love to help you, of course, but there's the little matter of the contract..."" —Ursula"
crd_a7b30a7923bd4b3596c48ede7e6b438e,1,NA,6,0,Emerald,Location,character(0),NULL,Roberto Gatto,"Flounder, this is perfect! I can't wait to explore it. —Ariel"
crd_f3852a9841064672acd078eb9d2220a1,2,2,2,1,Ruby,Character,character(0),"c(""Dreamborn"", ""Ally"")",Gaku Kumatori,All a mob needs is a push in the wrong direction.
crd_4245d44a1e8344e1878acd9002b813e0,3,3,3,1,Ruby,Character,character(0),"c(""Storyborn"", ""Villain"")",Matthew Robert Davies / Leonardo Giammichele,The sixth Rule of Villainy: Keep your mind sharp and your claws sharper.
crd_49d30b3074984f9288f650908b3d0654,2,1,1,3,Ruby,Character,character(0),"c(""Storyborn"", ""Hero"", ""Prince"")",Oggy Christiansson,He'll join the hunt for lore after he's had a quick snack.
crd_eca6a044a1a24319948f3c2698344fad,7,8,8,1,Ruby,Character,character(0),"c(""Storyborn"", ""Hero"", ""Deity"")",Sandara Tang,Always ready to make a splash.
crd_d46b2630aeaf4f42b5bba4e29bee58df,3,2,3,1,Ruby,Character,Evasive,"c(""Dreamborn"", ""Hero"", ""Princess"")",Javi Salas,Shipwrecks are great places to find lore—and hide from sharks!
crd_331c3ce2f2a74490acc4b2bec16a0ad9,9,7,5,2,Ruby,Character,character(0),"c(""Storyborn"", ""Villain"", ""Dragon"")",Luis Huerta,"The ninth Rule of Villainy: When all else fails, turn into a dragon."
crd_7d7835f351084d94aa5f108f373a1de2,2,3,2,1,Ruby,Character,Singer,Storyborn,Stefano Spagnuolo,"""Goin' to the Powerline concert. Ah! It's unbelievable, man."" —P.J. Pete"
crd_3a5f83e2f53f4bf0b0d621014cd8f6cf,6,6,4,2,Ruby,Character,Shift,Floodborn,Nicholas Kole,NA
crd_8c2b197768734180bf5a4ec7bf1b4e37,3,2,2,1,Ruby,Character,"c(""Evasive"", ""Shift"")","c(""Floodborn"", ""Hero"", ""Prince"")",Cristian Romero,NA
crd_bb2ace4414ab49e5a25181049e58c660,3,4,3,1,Ruby,Character,Singer,"c(""Storyborn"", ""Hero"")",Stefano Spagnuolo,NA
crd_1d1f302d846749939eb57dbe5013d807,2,2,3,1,Ruby,Character,character(0),"c(""Storyborn"", ""Ally"")",Carlos Ruiz,NA
crd_6ce1cd22f2bb44b18d3c31ffb9c8251c,4,3,5,1,Ruby,Character,character(0),"c(""Storyborn"", ""Ally"")",Kenneth Anderson,He's a real music buff.
crd_6f87816bd3e042a4852e68f2d23a5807,2,4,2,0,Ruby,Character,Reckless,"c(""Storyborn"", ""Villain"")",Matthew Robert Davies,It's not arrogance when you really are the best.
crd_0f11f39f42d84f9cb09ca24a2893f39d,4,3,4,1,Ruby,Character,Evasive,"c(""Storyborn"", ""Hero"", ""Princess"")",Mila Useche,No fire or storm will keep her from her goal.
crd_5f1407a8b5fc45a2954e49b95832de67,3,4,3,1,Ruby,Character,character(0),Storyborn,Kenneth Anderson,"For the first time ever, we're seeing it eye to eye."
crd_03cbb7961ddc4db7b724f1a934e1114b,3,1,4,2,Ruby,Character,character(0),"c(""Storyborn"", ""Hero"", ""Deity"", ""Dragon"")",LadyShalirin,Sometimes the only way to fight the unimaginable is with the incredible.
crd_76066fccc9724d34b6e7a238e52bee61,3,1,1,1,Ruby,Character,Evasive,"c(""Storyborn"", ""Hero"", ""Deity"", ""Dragon"")",Otto Paredes,"""Come on—what's the worst that can happen?"""
crd_51f0f91029254f61ab6d7b91efb0873b,5,4,3,1,Ruby,Character,Shift,"c(""Floodborn"", ""Villain"", ""Queen"")",Isaiah Mesq,NA
crd_724fef83bb594bbf883b6fc1bcc6d4e2,2,2,2,1,Ruby,Character,character(0),"c(""Dreamborn"", ""Ally"")",Valentin Palombo,"The invaders are at our gates, mes amis! It's time to show them what we're made of."
crd_9da81e46cc0d47c186f220e4007b0fd4,5,5,5,2,Ruby,Character,character(0),"c(""Storyborn"", ""Ally"")",Bill Robinson,You'll have to deal with them sooner or later.
crd_2eb6be8b7b7a4bd6b131eacfee97dbc0,2,2,2,1,Ruby,Character,Rush,"c(""Storyborn"", ""Villain"", ""Queen"")",Valerio Buonfantino,"The glow of lore in the flood caught her eye.
""The spellbook!"" she cried. ""Don't let it get away!"""
crd_cdba0ed02d3a4361afb0aaa7689ee1de,6,5,4,2,Ruby,Character,character(0),"c(""Dreamborn"", ""Hero"", ""Princess"")",Clio Wolfensberger,"""Who are you? And how did you find me?"""
crd_2acf4a3090844ac6a8e091f806c28aed,1,2,3,1,Ruby,Character,character(0),"c(""Storyborn"", ""Hero"", ""Princess"")",Jared Mathews,She'll never give up.
crd_44fe3bead4bf40f79163468a4fd647e5,6,2,6,2,Ruby,Character,Shift,"c(""Floodborn"", ""Hero"", ""Princess"")",Nicola Saviori,NA
crd_f658a42763fe4f4bbd7e0605d2fb1e2f,3,2,3,1,Ruby,Character,character(0),"c(""Storyborn"", ""Hero"", ""Princess"")",Amber Kommavongsa,"Two parts bravery, one part cleverness, and a whole lot of determination."
crd_d86fe241e2434bc49ee61f5516366f08,1,2,2,1,Ruby,Character,character(0),"c(""Storyborn"", ""Ally"")",Cory Godbey,"""Yes, sir. Righto, sir. Right away, sir!"""
crd_1f37e8ef12cb407f815ee35eb21abf61,3,2,3,1,Ruby,Character,Evasive,"c(""Storyborn"", ""Ally"")",Sandra Rios,NA
crd_aab461b250e4450ba96ddc1baff4bdea,9,NA,NA,NA,Ruby,Action Song,Sing Together,NULL,Eri Welli,NA
crd_53b7756b77ee49df8373e45db50bd1de,2,NA,NA,NA,Ruby,Action Song,character(0),NULL,Eva Widermann,NA
crd_480463cc9e3f4f7b9cb1c96a83d69544,6,NA,NA,NA,Ruby,Action Song,Sing Together,NULL,Valentina Graziuso,"Give me a career
As a buccaneer"
crd_e20ac0daac8445eb8c7d2a8a27f06745,4,NA,NA,NA,Ruby,Action Song,character(0),NULL,Emily Abeydeera,"Respected, saluted"
crd_568ccd26d0fa49ac94a67b49e599930d,2,NA,NA,NA,Ruby,Item,character(0),NULL,Defne Tözüm,NA
crd_205f1fdf160e42a4837e5d9ca8759f45,4,NA,NA,NA,Ruby,Item,character(0),NULL,Peter Brockhammer,The delicate sound of impending doom.
crd_6e330a06c76a4a15b2a62a2b5d25369f,3,NA,5,2,Ruby,Location,character(0),NULL,Kaitlin Cuthbertson,"Welcome to Agrabah, city of mystery, of enchantment, and the finest merchandise this side of the river. —Merchant"
crd_a0dbcc4e038e43ee90773445e70c170c,4,2,4,2,Sapphire,Character,character(0),"c(""Dreamborn"", ""Hero"", ""Queen"", ""Knight"")",Leonardo Giammichele,Make sure you know what's truly important and be willing to fight for it.
crd_5008e2e0ceb04bb9878d2590c92b32ee,2,2,2,1,Sapphire,Character,Support,"c(""Dreamborn"", ""Ally"")",Federico Maria Cugliari,"""This looks like part of a larger crystal!"""
crd_0367a7c71bef46c39719f0c5c0b0dc3b,3,2,3,2,Sapphire,Character,Support,"c(""Dreamborn"", ""Ally"")",Federico Maria Cugliari,"""I got it! I knew I could do it! Dewey for the win!"""
crd_f81fa2c1489a44eab54bd8e0528cc202,4,3,4,2,Sapphire,Character,Support,"c(""Dreamborn"", ""Ally"")",Federico Maria Cugliari,"""Found the last one!"""
crd_25107990bd5f41f88814d0eb79aaa801,4,2,3,2,Sapphire,Character,character(0),"c(""Storyborn"", ""Hero"")",Ellie Horie,NA
crd_1a90e72da27d4638ad9aed26776feee5,5,3,5,2,Sapphire,Character,character(0),"c(""Storyborn"", ""Hero"", ""Princess"")",LadyShalirin,NA
crd_2f6ba76c24224b52ad93ee5abc882b80,3,2,3,1,Sapphire,Character,character(0),"c(""Storyborn"", ""Villain"")",Juan Diego León,NA
crd_b7423a2c84b542a58d2605d3a6c28b2b,6,4,6,3,Sapphire,Character,character(0),"c(""Storyborn"", ""Mentor"", ""King"")",Luis Huerta,"""A king must care for all of the creatures in his kingdom, no matter their size."""
crd_f3478602630b4f20aed9e34d8ce4d995,2,3,2,1,Sapphire,Character,character(0),"c(""Dreamborn"", ""Villain"")",Aisha Durmagambetova,"Isn't it just gorgeous, darling? And just as stylish as I am."
crd_22030877f3b6497d841ffef288b491ab,2,1,4,1,Sapphire,Character,character(0),"c(""Storyborn"", ""Hero"", ""Queen"")",Maria Dresden,"After talking to Olaf, Anna marched into the unexpected storm to save Kristoff."
crd_62d32921f32d4504b83949a0c78002e7,1,2,2,1,Sapphire,Character,character(0),"c(""Storyborn"", ""Ally"")",Brian Weisz,"""Excitement... adventure... danger lurking around every cor- AAAAAAGGH!"""
crd_34956960ca9c4048b6d2887bb9ca7446,3,3,2,2,Sapphire,Character,character(0),"c(""Storyborn"", ""Villain"", ""Prince"")",Dustin Panzino / Leonardo Giammichele,Hans was confident he could bring Anna to Ursula—all he needed was something of Kristoff's to lure her in.
crd_aef9377ea8d84a2db06e16fc2353a311,4,2,5,1,Sapphire,Character,character(0),"c(""Storyborn"", ""Villain"", ""Queen"", ""Sorcerer"")",Jennifer Gheduzzi / Livio Cacciatore,"She has only one question, and she'd better like the answer."
crd_fded826f4af24bb7aac039d15848173e,7,3,6,3,Sapphire,Character,character(0),"c(""Storyborn"", ""Mentor"")",Juan Diego León,"When he talks, even the sky listens."
crd_01628a4e66c2451ab623ce46309c8378,7,3,6,2,Sapphire,Character,character(0),"c(""Dreamborn"", ""Villain"", ""Deity"")",Matthew Robert Davies,"""He's gotta have a weakness, because everybody's got a weakness."""
crd_901fa7746b2745bc84aa4c7c6fddbbc7,3,1,3,1,Sapphire,Character,character(0),"c(""Storyborn"", ""Mentor"")",Rogie Custodio / Erin Shin,"""You dig a little deeper, you'll find everything you need."""
crd_81f418041acd4fd98990e02403938de4,5,3,5,2,Sapphire,Character,Shift,"c(""Floodborn"", ""Hero"", ""Princess"")",Nicholas Kole,"As the princess slumbered, her power awoke."
crd_84ca414b157a462fa322e66c8fe9cebc,2,1,3,1,Sapphire,Character,Ward,"c(""Dreamborn"", ""Hero"", ""Princess"")",Koni,Her music fills the Illuminary's gardens with joy and light.
crd_76abbf408f4940dea3dc5daf5afdd314,1,1,2,1,Sapphire,Character,character(0),"c(""Storyborn"", ""Hero"", ""Princess"")",Rosa la Barbera / Leonardo Giammichele,"She may be young, but she's got the spirit of a true leader."
crd_b77ec6c391cd4ccaa1b1e01ca897502d,3,2,3,2,Sapphire,Character,character(0),"c(""Dreamborn"", ""Hero"", ""Princess"", ""Inventor"")",Gabriel Romero / Pix Smith,A little ingenuity and a lot of heart will take you far in this world.
crd_bb0a1c04d9ed4941a9cda16b55a05da9,3,2,3,2,Sapphire,Character,character(0),"c(""Storyborn"", ""Hero"")",Arianna Rea,I'll get to the bottom of what happened with the locked lorebook. You can count on me!
crd_73c0d376411b4b588a9de5cc5644e4bb,5,4,4,2,Sapphire,Character,character(0),"c(""Storyborn"", ""Princess"")",Jenna Gray,She makes every space more beautiful.
crd_bf5d82370e8e4900a9e7b05d502470df,3,2,3,2,Sapphire,Character,character(0),"c(""Storyborn"", ""Hero"")",Rianti Hidayat,"When he thought, he thought in the most thoughtful way he could think."
crd_8619541a52554ab3b8a32dcaf795748e,3,1,4,1,Sapphire,Character,character(0),"c(""Dreamborn"", ""Hero"")",Alice Pisoni,NA
crd_3935700ef8a04122935f3a9289dfa4af,2,2,2,2,Sapphire,Character,character(0),"c(""Storyborn"", ""Hero"", ""Princess"")",Samanta Erdini,"""They say if you dream a thing more than once, it's sure to come true!"""
crd_b00a7190a315433ebbd327dd79450960,6,4,4,2,Sapphire,Character,character(0),"c(""Storyborn"", ""Hero"")",John Loren,"""We never rob. We just sort of borrow a bit from those who can afford it."""
crd_441f1bb9f8c2478d84c13e70dd62755c,1,NA,NA,NA,Sapphire,Action,character(0),NULL,Pao Yong,"""Knowledge, wisdom—there's the real power!"" —Merlin"
crd_afa9023a2aeb4569bad0116e638821fa,4,NA,NA,NA,Sapphire,Action Song,character(0),NULL,Jochem van Gool,NA
crd_5bc8b5538ba94d59979d7ebb574c0bd2,2,NA,NA,NA,Sapphire,Action Song,character(0),NULL,Bill Robinson,"Gotta eat to live, gotta steal to eat—
Tell you all about it when I got the time"
crd_7dc546270337447fb4c4bac833fc4c17,8,NA,NA,NA,Sapphire,Action Song,Sing Together,NULL,Rachel Elese,NA
crd_6e6d5ca027b34def81032f79864dc6c6,2,NA,NA,NA,Sapphire,Item,character(0),NULL,Mario Oscar Gabriele,"""It can point you toward lost lore, but if you're not careful, it'll lead you off a cliff."" —Venturo, an Illumineer"
crd_81cea9b9222c496a8de13d5eb3215ab2,3,NA,NA,NA,Sapphire,Item,character(0),NULL,Kamil Murzyn,It takes a pure heart to calm the raging storm within.
crd_a175d05b419e4250bd62273eeb6d48c5,2,NA,NA,NA,Sapphire,Item,character(0),NULL,Milica Celikovic,"The coconut is a versatile gift from the gods, used to make nearly everything—including baskets to carry more coconuts."
crd_fc47f435832f4356ab419cf268febdb2,2,NA,5,1,Sapphire,Location,character(0),NULL,Etienne Savoie,NA
crd_f92eff31c1e24bb7802247c709840973,4,2,3,2,Steel,Character,character(0),"c(""Storyborn"", ""Ally"")",Stefano Spagnuolo,NA
crd_631c3f90c74b4c0cabded03d2b07f85b,4,0,1,1,Steel,Character,character(0),"c(""Dreamborn"", ""Hero"")",Gonzalo Kenny,NA
crd_11287d0d009b455ba9cde545d4f98c5b,2,0,2,2,Steel,Character,character(0),"c(""Storyborn"", ""Ally"")",Eri Welli,NA
crd_72bf539d1293473cb7d5d53231862bcb,3,2,2,1,Steel,Character,character(0),"c(""Storyborn"", ""Hero"")",Mariana Moreno,NA
crd_e05358d63cb44d8a9915ccd81c77458c,5,5,4,2,Steel,Character,character(0),"c(""Storyborn"", ""Villain"", ""King"")",Kenneth Anderson,NA
crd_4d7bf56fb70e41289a010677c1ebea27,2,2,2,1,Steel,Character,character(0),"c(""Storyborn"", ""Ally"")",Cristian Romero,NA
crd_2bf47bf7bc7f46afa6d39e40f0dc86e7,5,3,6,2,Steel,Character,Shift,"c(""Floodborn"", ""Hero"")",Rudy Hill,NA
crd_70f818f3196e4178a8bd5735332d8f06,5,3,7,2,Steel,Character,character(0),"c(""Storyborn"", ""Hero"", ""Princess"")",Ian MacDonald,NA
crd_1843141c81254b5bb5dd3dfc7cc624dc,1,1,3,1,Steel,Character,character(0),"c(""Storyborn"", ""Hero"", ""Princess"")",Samanta Erdini,"""My place is going to be special, with great food to fill people's bellies and hot jazz to feed their souls!"""
crd_66a2a59da61b4b54a92f25b54c375d93,3,2,3,2,Steel,Character,character(0),"c(""Storyborn"", ""Mentor"", ""King"")",Grace Tran,Don't mistake spirit for skill.
crd_7d0510c02fca4d878ec8a11ed836ae80,2,3,2,1,Steel,Character,character(0),"c(""Storyborn"", ""Villain"", ""Sorcerer"")",Rob Di Salvo,Soon you'll learn who holds the real power!
crd_6bfaedf8350c4f27ad9c60c2ecb2c942,3,4,3,1,Steel,Character,character(0),"c(""Storyborn"", ""Prince"")",Gaku Kumatori,All he's got is his charm.
crd_214cf74b7c2e445282009e4d227b2519,5,4,5,1,Steel,Character,Resist,"c(""Storyborn"", ""Ally"")",Mariana Moreno,"""Not much of a roadblock, but I suppose I'll do."""
crd_e772b66217694798b4a09dda0949184d,2,1,3,1,Steel,Character,character(0),"c(""Dreamborn"", ""Hero"")",Noukah,"""Capable? You don't know the half of it."" —Little John"
crd_1d3be42741804a65bec6c1e4c5cdabd3,2,1,3,1,Steel,Character,character(0),"c(""Storyborn"", ""Hero"")",Mariana Moreno,He sets the standard for intrepid adventurers everywhere.
crd_37be647e4dfe481996bdf2bad1909176,6,6,5,2,Steel,Character,"c(""Bodyguard"", ""Resist"")","c(""Storyborn"", ""Hero"", ""Prince"")",Leonardo Giammichele,NA
crd_9cba34a84bf04721aefd09dc1e87cb3a,3,0,4,2,Steel,Character,character(0),"c(""Storyborn"", ""Ally"")",Luis Huerta,"In this new world, the crown could finally be his."
crd_a77ba07844374c399becfa3d49262642,6,4,5,2,Steel,Character,Shift,"c(""Floodborn"", ""Ally"", ""Fairy"")",Cookie,NA
crd_24d837a8adab46e8ac2ffa7859489926,3,2,4,1,Steel,Character,character(0),"c(""Dreamborn"", ""Ally"", ""Fairy"")",Grace Tran,Sometimes all you need is a little tactical genius.
crd_79c990fe5bf14f4bbd075b6f80ad4290,4,3,4,1,Steel,Character,character(0),"c(""Storyborn"", ""Villain"", ""Pirate"", ""Captain"")",Adrianne Gumaya,"A pretty sight, Mr. Smee. We'll pot 'em like sitting ducks."
crd_2ae8a63bba494c3e842e54ec56da3021,3,3,3,1,Steel,Character,Bodyguard,"c(""Dreamborn"", ""Hero"", ""Prince"")",Marcel Berg,"""You gotta admit, that was pretty heroic."""
crd_8db5f81d06034612b857a11fc606c5d2,3,3,3,1,Steel,Character,character(0),"c(""Dreamborn"", ""Villain"", ""Alien"", ""Pirate"", ""Captain"")",Gaku Kumatori,The eighth Rule of Villainy: Don't underestimate the power of a bad reputation.
crd_3a743f412ff34cd38bd9896f146950f4,5,5,5,2,Steel,Character,character(0),"c(""Dreamborn"", ""Hero"", ""Captain"")",Carlos Ruiz,Immovable as a mountain and fierce as a dragon—the Empire's finest warrior.
crd_81a978c964b049f19747a98304b7f03d,2,1,3,1,Steel,Character,Challenger,"c(""Storyborn"", ""Hero"", ""Prince"")",Cristian Romero,"""I lost her once! I'm not gonna lose her again!"""
crd_8744600f576e484fa2e93cec672eba2f,6,3,8,2,Steel,Character,Shift,"c(""Floodborn"", ""Hero"", ""Princess"")",Marcel Berg,NA
crd_8e9017b673fa48039cb919188a8dae7a,3,2,4,1,Steel,Character,character(0),"c(""Storyborn"", ""Hero"", ""Princess"")",Dylan Bonner,Everything she's ever wanted is almost in reach.
crd_7c83455e9e254e79822773d1ebc173d5,3,NA,NA,NA,Steel,Action Song,character(0),NULL,Alice Pisoni,NA
crd_108a4980fc8d4e3f84faf7b7ffc18cc0,3,NA,NA,NA,Steel,Action,character(0),NULL,Simangaliso Sibaya,"""Go away!"""
crd_47f56a5b08b04ccda46e94744710ad9c,4,NA,NA,NA,Steel,Action Song,character(0),NULL,Jennifer Park,"I don't ask how hard the work is
Got a rough, indestructible surface"
crd_5056d5a4da8e4d9bb329620e1e77329b,1,NA,NA,NA,Steel,Action,character(0),NULL,Matt Chapman,"Captain Hook: ""Double the powder and shorten the fuse!""
Mr. Smee: ""Shorten the powder and double the fuse!"""
crd_0f4ad89d1f5348b0ae5b8d6010dc70d9,3,NA,NA,NA,Steel,Action Song,character(0),NULL,Jared Nickerl / Alex Accorsi,"Tranquil as a forest
But on fire within"
crd_3145e83418b2482291dc9687d76a4057,10,NA,NA,NA,Steel,Action Song,Sing Together,NULL,Ian MacDonald,NA
crd_d23121463b6b482ab4af10faa55ba4ba,2,NA,NA,NA,Steel,Item,character(0),NULL,Samanta Erdini,"Ashamed of his monstrous form, the Beast concealed himself inside his castle, with a magic mirror as his only window to the outside world."
crd_f2169b618849493a969102f760825622,2,NA,5,0,Steel,Location,character(0),NULL,Jeremy Adams,Nothing but boulders and sand—easy to miss.
crd_61593ca4abb44723ae95ab9228e27aee,3,2,4,1,Amber,Character,Support,"c(""Storyborn"", ""Villain"", ""Queen"", ""Sorcerer"")",Eri Welli,NA
crd_d292fcaa144d4f739bda2c14948da2ce,1,1,2,1,Amber,Character,character(0),"c(""Storyborn"", ""Hero"", ""Princess"")",Jeanne Plounevez,The other princesses were especially happy to attend her long-awaited celebration.
crd_6ccc388f32064927a08d9914aad4bc8f,2,2,3,1,Amber,Character,character(0),"c(""Storyborn"", ""Hero"", ""Alien"")",Aisha Durmagambetova,"Moving to the music, he begins to understand the true meaning of ohana and how he fits into the family he has found."
crd_48ccbae93afd4032a54bf09f03f6a0c2,3,3,3,1,Amethyst,Character,character(0),"c(""Dreamborn"", ""Villain"", ""Sorcerer"")",John Loren,The secret contract has already been written.
crd_21489dcd479a4d209a1b740f356fff6f,2,1,2,1,Amethyst,Character,character(0),"c(""Storyborn"", ""King"")",Michaela Martin,So there I was. Perfectly in control of the situation.
crd_2b5958e1524648629b663fb210bb7f76,3,2,3,1,Amethyst,Character,character(0),"c(""Dreamborn"", ""Hero"", ""Queen"", ""Sorcerer"")",Nicholas Kole,"Recreated by magical ink, Elsa found herself in an entirely new world. Fortunately, ice works the same way everywhere."
crd_bc96b5e1045e45a38da57c302c634ba2,2,2,2,1,Emerald,Character,character(0),"c(""Storyborn"", ""Hero"")",Carlos Ruiz,NA
crd_5623b1aaf330477aa9d14cd755597509,1,1,1,1,Emerald,Character,Evasive,"c(""Storyborn"", ""Ally"")",Brian Weisz,"""His name is Pegasus. And he's all yours...""
—Zeus"
crd_7b7cb2bd63084cf6942b7174b07be8c0,3,NA,NA,NA,Emerald,Action Song,character(0),NULL,Raquel Villanueva,NA
crd_4d1c2c4913d1417294da21592cee8363,3,4,3,1,Ruby,Character,Singer,"c(""Storyborn"", ""Hero"")",Stefano Spagnuolo,NA
crd_e234293cec8f422eb1d613594771e5ee,3,4,3,1,Ruby,Character,character(0),Storyborn,Kenneth Anderson,"For the first time ever, we're seeing it eye to eye."
crd_d47a329c9f87420c8c2714ea6f7fffde,4,NA,NA,NA,Ruby,Action Song,character(0),NULL,Emily Abeydeera,"Respected, saluted"
crd_54148f51de174f4a93a475eec138365e,4,2,3,2,Sapphire,Character,character(0),"c(""Storyborn"", ""Hero"")",Ellie Horie,NA
crd_d911158c4175449e9814484f3c5adb06,2,1,4,1,Sapphire,Character,character(0),"c(""Storyborn"", ""Hero"", ""Queen"")",Maria Dresden,"After talking to Olaf, Anna marched into the unexpected storm to save Kristoff."
crd_2124e542c7de4cadb69cb6e1887547ee,4,2,5,1,Sapphire,Character,character(0),"c(""Storyborn"", ""Villain"", ""Queen"", ""Sorcerer"")",Jennifer Gheduzzi / Livio Cacciatore,"She has only one question, and she'd better like the answer."
crd_888f26474eba4f569f94c99251eddf06,2,1,3,1,Steel,Character,character(0),"c(""Dreamborn"", ""Hero"")",Noukah,"""Capable? You don't know the half of it."" —Little John"
crd_a78a6d864bae48dca06ed1dc25e75e3f,2,1,3,1,Steel,Character,character(0),"c(""Storyborn"", ""Hero"")",Mariana Moreno,He sets the standard for intrepid adventurers everywhere.
crd_ae1714b13cbc42a4a83ec36fee365526,3,NA,NA,NA,Steel,Action Song,character(0),NULL,Alice Pisoni,NA
crd_c233fd3627b24b02bd616aa62bbdc83a,3,3,2,1,Amber,Character,character(0),"c(""Storyborn"", ""Hero"")",Kenneth Anderson,NA
crd_8016f590ebb344a2934d76f614fedbba,5,5,4,1,Amber,Character,character(0),"c(""Storyborn"", ""Hero"", ""Prince"")",Ian MacDonald,NA
crd_ee377c93c09341fe808b8582cbded0f2,8,NA,NA,NA,Amber,Action Song,Sing Together,NULL,Alice Pisoni,NA
crd_c51b6a26015b45f298d1664787f37234,5,4,4,2,Amethyst,Character,Shift,"c(""Floodborn"", ""Hero"", ""Princess"", ""Sorcerer"")",Giulia Riva,NA
crd_69d9b22e10244e2fb65ffbdb5f99da83,5,5,5,2,Amethyst,Character,character(0),"c(""Dreamborn"", ""Hero"", ""Sorcerer"", ""Hunny"")",Carlos Ruiz,NA
crd_aa13ad9fe176464bac51e72c45dd6914,4,3,3,1,Amethyst,Character,Evasive,"c(""Storyborn"", ""Hero"")",Anna Stosik,NA
crd_aed92d8e19b14ef19a92fb436dde357c,4,2,3,2,Emerald,Character,Evasive,"c(""Dreamborn"", ""Ally"")",Grace Tran,NA
crd_b5087f60fdf4442686a00fb4243fcf48,6,4,5,2,Emerald,Character,Shift,"c(""Floodborn"", ""Hero"")",Federico Maria Cugliari,NA
crd_d72f9b00497a4ff0ac7ddb0f85da659d,3,3,4,1,Emerald,Character,character(0),"c(""Storyborn"", ""Hero"", ""Captain"")",Mariana Moreno,NA
crd_e6a1d03334964fb78033020d86a5f502,3,2,3,1,Ruby,Character,Evasive,"c(""Dreamborn"", ""Hero"", ""Princess"")",João Moura,NA
crd_be9c85638bda44878c44cf4cc7e7cfb0,6,6,4,2,Ruby,Character,character(0),Floodborn,Max Ulichney,NA
crd_d2d94d7cffe349d9a618f8bdb6695f29,9,NA,NA,NA,Ruby,Action Song,Sing Together,NULL,Jochem van Gool,NA
crd_08b670dabf3b4ff0a56cb4525b0b57db,5,3,5,2,Sapphire,Character,character(0),"c(""Storyborn"", ""Hero"", ""Princess"")",Aubrey Archer,NA
crd_f5d62175b09243eda1bf9f34ea01d884,3,2,3,1,Sapphire,Character,character(0),"c(""Storyborn"", ""Villain"")",Alex Accorsi,NA
crd_050ae6da90154532905911c8c2569802,7,3,6,2,Sapphire,Character,character(0),"c(""Dreamborn"", ""Villain"", ""Deity"")",LadyShalirin,NA
crd_fbccd8fc95fa45009665824b0731c3d3,3,2,2,1,Steel,Character,character(0),"c(""Storyborn"", ""Hero"")",Kuya Jaypi,NA
crd_3d02b1019aa34f70b5e0da64191d9326,5,5,4,2,Steel,Character,character(0),"c(""Storyborn"", ""Villain"", ""King"")",Jeanne Plounevez,NA
crd_7e0b8f2e97fc4d6ca8badbb552024f58,5,3,7,2,Steel,Character,character(0),"c(""Storyborn"", ""Hero"", ""Princess"")",Juan Diego León,NA
crd_77b92f4bb7d2460ea85b9d547cb8e72f,4,2,4,2,Amber,Character,character(0),"c(""Dreamborn"", ""Hero"", ""Princess"")",Alice Pisoni,NA
crd_4d10d4cd91454ff389318fd9a19a879f,3,2,2,1,Ruby,Character,Shift,"c(""Floodborn"", ""Hero"", ""Prince"")",Nicola Saviori,NA
crd_9149ad820976479daad901fbd5bb1679,6,3,8,2,Amber,Character,"c(""Bodyguard"", ""Support"")","c(""Storyborn"", ""Ally"")",Amanda Duarte / Julio Cesar,NA
crd_429e35bda1a141a9870b8943f8847109,2,3,3,1,Amber,Character,character(0),"c(""Storyborn"", ""Villain"", ""Whisper"")",Nicholas Kole,NA
